Time_sec,Local_Field_Potential_mV
1.475,-0.010948
1.476,-0.026324
1.477,-0.014447
1.478,-0.0094947
1.479,-0.060345
1.48,-0.03751
1.481,-0.002497
1.482,-0.027583
1.483,-0.035173
1.484,-0.047289
1.485,-0.054458
1.486,-0.063631
1.487,-0.05134
1.488,0.012649
1.489,0.032909
1.49,0.031272
1.491,0.03561
1.492,0.057138
1.493,0.096322
1.494,0.11784
1.495,0.13235
1.496,0.095338
1.497,0.070927
1.498,0.062912
1.499,0.025964
1.5,-0.014269
1.501,-0.044639
1.502,-0.03083
1.503,-0.040599
1.504,-0.05302
1.505,-0.034092
1.506,-0.039292
1.507,-0.02673
1.508,-0.021334
1.509,-0.041949
1.51,-0.013215
1.511,0.032689
1.512,0.059547
1.513,0.04662
1.514,-0.018235
1.515,-0.0091387
1.516,0.012384
1.517,-0.027582
1.518,-0.018643
1.519,-0.024862
1.52,-0.032384
1.521,-0.0051189
1.522,-0.033887
1.523,-0.0088987
1.524,0.064215
1.525,0.10516
1.526,0.10376
1.527,0.095698
1.528,0.15237
1.529,0.16554
1.53,0.14576
1.531,0.1494
1.532,0.13455
1.533,0.13154
1.534,0.13986
1.535,0.13405
1.536,0.11056
1.537,0.10825
1.538,0.091731
1.539,0.067568
1.54,0.07546
1.541,0.065698
1.542,0.062543
1.543,0.055005
1.544,0.09827
1.545,0.137
1.546,0.10274
1.547,0.11467
1.548,0.096304
1.549,0.087254
1.55,0.10326
1.551,0.065063
1.552,0.073846
1.553,0.0717
1.554,0.040641
1.555,0.05892
1.556,0.053105
1.557,0.024487
1.558,0.032972
1.559,0.052758
1.56,0.04755
1.561,0.058225
1.562,0.049803
1.563,0.017857
1.564,0.049451
1.565,0.05205
1.566,0.031141
1.567,0.068993
1.568,0.053404
1.569,0.017564
1.57,0.012385
1.571,0.027068
1.572,0.038478
1.573,0.023164
1.574,0.04073
1.575,0.057317
1.576,0.062485
1.577,0.045265
1.578,0.047164
1.579,0.1039
1.58,0.092403
1.581,0.068621
1.582,0.051737
1.583,-0.00010575
1.584,-0.011909
1.585,-0.041288
1.586,-0.073253
1.587,-0.05841
1.588,-0.088592
1.589,-0.12618
1.59,-0.15222
1.591,-0.16843
1.592,-0.13673
1.593,-0.11504
1.594,-0.097165
1.595,-0.10025
1.596,-0.10753
1.597,-0.088367
1.598,-0.093337
1.599,-0.11726
1.6,-0.12808
1.601,-0.14278
1.602,-0.16346
1.603,-0.16486
1.604,-0.1397
1.605,-0.10992
1.606,-0.10406
1.607,-0.12981
1.608,-0.14535
1.609,-0.11029
1.61,-0.051619
1.611,-0.0038249
1.612,-0.0076081
1.613,-0.0064279
1.614,0.0048995
1.615,0.013021
1.616,0.025416
1.617,-0.028124
1.618,-0.081413
1.619,-0.092573
1.62,-0.10342
1.621,-0.10029
1.622,-0.099008
1.623,-0.11633
1.624,-0.1048
1.625,-0.078216
1.626,-0.052132
1.627,-0.010161
1.628,-0.0087229
1.629,-0.027472
1.63,-0.042264
1.631,-0.035921
1.632,0.024111
1.633,0.024607
1.634,0.010492
1.635,0.030637
1.636,0.025778
1.637,0.027889
1.638,0.043167
1.639,0.06656
1.64,0.083824
1.641,0.097158
1.642,0.13052
1.643,0.19167
1.644,0.23328
1.645,0.21247
1.646,0.18679
1.647,0.19269
1.648,0.21151
1.649,0.23059
1.65,0.21363
1.651,0.16933
1.652,0.12316
1.653,0.097779
1.654,0.10198
1.655,0.1185
1.656,0.13012
1.657,0.1375
1.658,0.15459
1.659,0.1905
1.66,0.22492
1.661,0.22782
1.662,0.22926
1.663,0.23604
1.664,0.26097
1.665,0.27153
1.666,0.26242
1.667,0.25415
1.668,0.21863
1.669,0.1973
1.67,0.17085
1.671,0.1475
1.672,0.13535
1.673,0.13864
1.674,0.1506
1.675,0.15954
1.676,0.2092
1.677,0.2341
1.678,0.24508
1.679,0.25343
1.68,0.23388
1.681,0.24664
1.682,0.22621
1.683,0.19994
1.684,0.19897
1.685,0.14317
1.686,0.12013
1.687,0.12597
1.688,0.1083
1.689,0.1088
1.69,0.10464
1.691,0.072005
1.692,0.062008
1.693,0.10097
1.694,0.11796
1.695,0.12418
1.696,0.10932
1.697,0.073695
1.698,0.058908
1.699,0.029604
1.7,0.013567
1.701,-0.0062941
1.702,-0.019181
1.703,-0.013715
1.704,-0.00072608
1.705,0.0063853
1.706,-0.021801
1.707,-0.023462
1.708,-0.012342
1.709,0.029128
1.71,0.067411
1.711,0.043992
1.712,0.013664
1.713,-0.0096796
1.714,-0.010922
1.715,0.00036432
1.716,0.0052249
1.717,0.012931
1.718,0.014536
1.719,0.011162
1.72,0.0038561
1.721,0.036973
1.722,0.061937
1.723,0.055778
1.724,0.064756
1.725,0.050848
1.726,0.049493
1.727,0.08285
1.728,0.072839
1.729,0.06179
1.73,0.07885
1.731,0.067928
1.732,0.072826
1.733,0.061334
1.734,0.012086
1.735,-0.019516
1.736,-0.04909
1.737,-0.025895
1.738,0.0046603
1.739,0.013581
1.74,0.011648
1.741,-0.014782
1.742,0.010299
1.743,0.00014969
1.744,-0.02259
1.745,-0.026188
1.746,-0.083983
1.747,-0.090533
1.748,-0.053121
1.749,-0.034439
1.75,-0.031816
1.751,-0.07368
1.752,-0.11427
1.753,-0.1349
1.754,-0.14613
1.755,-0.14379
1.756,-0.16633
1.757,-0.19429
1.758,-0.18284
1.759,-0.15094
1.76,-0.13449
1.761,-0.1405
1.762,-0.14984
1.763,-0.12464
1.764,-0.091528
1.765,-0.10848
1.766,-0.11886
1.767,-0.094711
1.768,-0.093156
1.769,-0.08953
1.77,-0.094196
1.771,-0.11361
1.772,-0.11149
1.773,-0.12286
1.774,-0.16622
1.775,-0.20576
1.776,-0.21325
1.777,-0.20605
1.778,-0.18187
1.779,-0.15788
1.78,-0.18428
1.781,-0.20934
1.782,-0.18443
1.783,-0.17491
1.784,-0.20211
1.785,-0.21949
1.786,-0.22863
1.787,-0.22754
1.788,-0.17365
1.789,-0.14747
1.79,-0.15489
1.791,-0.1659
1.792,-0.17572
1.793,-0.111
1.794,-0.10669
1.795,-0.11709
1.796,-0.053806
1.797,-0.065101
1.798,-0.090886
1.799,-0.075477
1.8,-0.089467
1.801,-0.11625
1.802,-0.1136
1.803,-0.1277
1.804,-0.15842
1.805,-0.16127
1.806,-0.14687
1.807,-0.13013
1.808,-0.1222
1.809,-0.11406
1.81,-0.11611
1.811,-0.096287
1.812,-0.084496
1.813,-0.11861
1.814,-0.11376
1.815,-0.10382
1.816,-0.11586
1.817,-0.11359
1.818,-0.14681
1.819,-0.1536
1.82,-0.13411
1.821,-0.136
1.822,-0.12119
1.823,-0.12125
1.824,-0.12175
1.825,-0.13376
1.826,-0.17808
1.827,-0.15044
1.828,-0.10369
1.829,-0.09685
1.83,-0.084085
1.831,-0.097409
1.832,-0.058583
1.833,-0.032363
1.834,-0.085942
1.835,-0.11249
1.836,-0.13926
1.837,-0.13414
1.838,-0.08803
1.839,-0.084874
1.84,-0.072615
1.841,-0.045674
1.842,-0.013983
1.843,0.030894
1.844,0.042253
1.845,0.060078
1.846,0.048104
1.847,-0.018827
1.848,-0.015029
1.849,0.019232
1.85,0.010498
1.851,-0.023751
1.852,-0.094581
1.853,-0.13682
1.854,-0.15907
1.855,-0.16467
1.856,-0.14592
1.857,-0.18287
1.858,-0.18822
1.859,-0.16211
1.86,-0.16052
1.861,-0.16106
1.862,-0.18877
1.863,-0.22523
1.864,-0.22477
1.865,-0.16829
1.866,-0.097477
1.867,-0.054434
1.868,-0.039913
1.869,-0.034359
1.87,-0.01195
1.871,0.0089639
1.872,-0.004054
1.873,0.019021
1.874,0.032287
1.875,-0.016282
1.876,-0.011886
1.877,-0.012867
1.878,-0.052814
1.879,-0.084571
1.88,-0.11836
1.881,-0.13978
1.882,-0.15985
1.883,-0.1753
1.884,-0.20135
1.885,-0.22322
1.886,-0.18974
1.887,-0.16841
1.888,-0.17974
1.889,-0.1687
1.89,-0.15089
1.891,-0.15262
1.892,-0.14056
1.893,-0.098623
1.894,-0.083599
1.895,-0.074758
1.896,-0.077119
1.897,-0.09777
1.898,-0.12925
1.899,-0.17617
1.9,-0.12456
1.901,-0.10535
1.902,-0.13935
1.903,-0.12216
1.904,-0.16133
1.905,-0.14264
1.906,-0.10447
1.907,-0.11621
1.908,-0.10333
1.909,-0.08543
1.91,-0.044915
1.911,-0.0408
1.912,-0.041757
1.913,-0.049566
1.914,-0.090591
1.915,-0.093044
1.916,-0.073845
1.917,-0.068236
1.918,-0.077566
1.919,-0.11012
1.92,-0.14211
1.921,-0.14136
1.922,-0.12271
1.923,-0.094737
1.924,-0.12234
1.925,-0.16361
1.926,-0.1319
1.927,-0.076171
1.928,-0.012491
1.929,-0.00062203
1.93,-0.006851
1.931,0.011354
1.932,-0.018073
1.933,-0.021915
1.934,-0.048388
1.935,-0.062501
1.936,-0.03726
1.937,-0.035015
1.938,0.0022984
1.939,-0.016945
1.94,-0.019301
1.941,0.016812
1.942,0.029066
1.943,0.08283
1.944,0.10362
1.945,0.11917
1.946,0.14501
1.947,0.13665
1.948,0.11025
1.949,0.090118
1.95,0.064288
1.951,-0.0021408
1.952,-0.041086
1.953,-0.072636
1.954,-0.1202
1.955,-0.14986
1.956,-0.15529
1.957,-0.13592
1.958,-0.13591
1.959,-0.15179
1.96,-0.14117
1.961,-0.11004
1.962,-0.076833
1.963,-0.069335
1.964,-0.081925
1.965,-0.088626
1.966,-0.090571
1.967,-0.068884
1.968,-0.062197
1.969,-0.078863
1.97,-0.063492
1.971,-0.033135
1.972,-0.0077281
1.973,-0.0010323
1.974,0.016179
1.975,0.067516
1.976,0.11389
1.977,0.14493
1.978,0.12422
1.979,0.094736
1.98,0.072236
1.981,0.02797
1.982,0.024797
1.983,-0.0047106
1.984,-0.013588
1.985,0.026077
1.986,0.019912
1.987,-0.0014501
1.988,-0.041171
1.989,-0.073508
1.99,-0.080643
1.991,-0.11506
1.992,-0.12826
1.993,-0.10277
1.994,-0.068111
1.995,-0.014087
1.996,-0.008007
1.997,-0.024235
1.998,-0.0125
1.999,0.0039043
2,0.0093999
2.001,-0.00437
2.002,-0.028105
2.003,-0.051221
2.004,-0.035368
2.005,-0.021938
2.006,-0.035112
2.007,-0.042503
2.008,-0.033781
2.009,-0.0028429
2.01,0.035049
2.011,0.066676
2.012,0.096036
2.013,0.12083
2.014,0.11652
2.015,0.08779
2.016,0.075212
2.017,0.064847
2.018,0.0076153
2.019,-0.054869
2.02,-0.075456
2.021,-0.082181
2.022,-0.064766
2.023,-0.020937
2.024,0.01523
2.025,0.01701
2.026,0.027218
2.027,0.062013
2.028,0.036076
2.029,0.005981
2.03,-0.017389
2.031,-0.071318
2.032,-0.10383
2.033,-0.13033
2.034,-0.13209
2.035,-0.13089
2.036,-0.12155
2.037,-0.091997
2.038,-0.063231
2.039,-0.029092
2.04,5.22E-05
2.041,0.015889
2.042,0.018733
2.043,0.061585
2.044,0.081596
2.045,0.041214
2.046,0.0065766
2.047,-0.014339
2.048,0.0030072
2.049,0.047522
2.05,0.052414
2.051,0.019562
2.052,-0.0011778
2.053,-0.0086876
2.054,0.013523
2.055,0.033387
2.056,0.041458
2.057,0.05738
2.058,0.049803
2.059,0.074416
2.06,0.09407
2.061,0.090805
2.062,0.096954
2.063,0.093638
2.064,0.08658
2.065,0.045226
2.066,0.018288
2.067,0.012413
2.068,0.011306
2.069,0.032991
2.07,0.040379
2.071,0.06
2.072,0.082941
2.073,0.057548
2.074,0.037276
2.075,0.025191
2.076,0.010671
2.077,0.044512
2.078,0.047622
2.079,0.04137
2.08,0.040528
2.081,-0.0051001
2.082,-0.010493
2.083,-0.016544
2.084,-0.039027
2.085,-0.044862
2.086,-0.045425
2.087,-0.028655
2.088,0.002929
2.089,0.012836
2.09,-0.0026876
2.091,-0.013442
2.092,-0.0073565
2.093,0.039851
2.094,0.068484
2.095,0.060943
2.096,0.052641
2.097,0.050419
2.098,0.03387
2.099,0.018142
2.1,0.020649
2.101,-0.017574
2.102,-0.059791
2.103,-0.084093
2.104,-0.10401
2.105,-0.08498
2.106,-0.06844
2.107,-0.066608
2.108,-0.068609
2.109,-0.061779
2.11,-0.024388
2.111,-0.018376
2.112,-0.011331
2.113,-0.0078116
2.114,-0.02081
2.115,-0.015258
2.116,-0.033208
2.117,-0.06425
2.118,-0.10709
2.119,-0.13909
2.12,-0.1422
2.121,-0.11923
2.122,-0.10893
2.123,-0.093807
2.124,-0.074975
2.125,-0.085752
2.126,-0.047568
2.127,-0.0085697
2.128,-0.0021456
2.129,0.028252
2.13,0.017546
2.131,-0.021386
2.132,-0.026944
2.133,-0.042946
2.134,-0.059221
2.135,-0.054863
2.136,-0.032167
2.137,-0.02883
2.138,-0.020246
2.139,0.019225
2.14,0.039247
2.141,0.062633
2.142,0.07953
2.143,0.064944
2.144,0.039418
2.145,0.028446
2.146,0.022465
2.147,0.010266
2.148,-0.0087724
2.149,-0.013522
2.15,-0.0046313
2.151,-0.036085
2.152,-0.058385
2.153,-0.074057
2.154,-0.091062
2.155,-0.069081
2.156,-0.073653
2.157,-0.039116
2.158,-0.00048649
2.159,-0.0066756
2.16,0.041386
2.161,0.075915
2.162,0.088948
2.163,0.10171
2.164,0.068635
2.165,0.056702
2.166,0.074913
2.167,0.054007
2.168,0.032169
2.169,0.053722
2.17,0.087016
2.171,0.1078
2.172,0.10518
2.173,0.10234
2.174,0.07553
2.175,0.034821
2.176,0.058269
2.177,0.092581
2.178,0.10449
2.179,0.13275
2.18,0.18403
2.181,0.18669
2.182,0.17208
2.183,0.18803
2.184,0.16415
2.185,0.14707
2.186,0.15264
2.187,0.17268
2.188,0.18113
2.189,0.17582
2.19,0.18916
2.191,0.19182
2.192,0.21484
2.193,0.22089
2.194,0.21343
2.195,0.2069
2.196,0.21062
2.197,0.24257
2.198,0.24675
2.199,0.25168
2.2,0.23637
2.201,0.1873
2.202,0.16523
2.203,0.14688
2.204,0.115
2.205,0.09321
2.206,0.081359
2.207,0.050631
2.208,0.024129
2.209,0.03778
2.21,0.051692
2.211,0.072048
2.212,0.091787
2.213,0.086006
2.214,0.057225
2.215,0.020447
2.216,0.030173
2.217,0.051885
2.218,0.035533
2.219,0.045685
2.22,0.080571
2.221,0.085144
2.222,0.089606
2.223,0.077338
2.224,0.052971
2.225,0.050607
2.226,0.069867
2.227,0.099636
2.228,0.1023
2.229,0.089852
2.23,0.088325
2.231,0.079753
2.232,0.063907
2.233,0.040346
2.234,0.013456
2.235,-0.0388
2.236,-0.08039
2.237,-0.069999
2.238,-0.070928
2.239,-0.061827
2.24,-0.067887
2.241,-0.09516
2.242,-0.066227
2.243,-0.028188
2.244,-0.0023473
2.245,0.013226
2.246,-0.020955
2.247,-0.070382
2.248,-0.10574
2.249,-0.13241
2.25,-0.14347
2.251,-0.17937
2.252,-0.20009
2.253,-0.18471
2.254,-0.18467
2.255,-0.17933
2.256,-0.17316
2.257,-0.16924
2.258,-0.16264
2.259,-0.14529
2.26,-0.13818
2.261,-0.16217
2.262,-0.19641
2.263,-0.21944
2.264,-0.20179
2.265,-0.20075
2.266,-0.21522
2.267,-0.18458
2.268,-0.18278
2.269,-0.21448
2.27,-0.2084
2.271,-0.18061
2.272,-0.17476
2.273,-0.17072
2.274,-0.15306
2.275,-0.15962
2.276,-0.11881
2.277,-0.050496
2.278,-0.031773
2.279,-0.026056
2.28,-0.047265
2.281,-0.05487
2.282,-0.029128
2.283,-0.007236
2.284,-0.029908
2.285,-0.05083
2.286,-0.056986
2.287,-0.090871
2.288,-0.090014
2.289,-0.054269
2.29,-0.0080052
2.291,0.027867
2.292,0.059141
2.293,0.095608
2.294,0.12402
2.295,0.15717
2.296,0.17564
2.297,0.18482
2.298,0.17311
2.299,0.16267
2.3,0.16314
2.301,0.1109
2.302,0.057914
2.303,0.036792
2.304,0.023232
2.305,-0.0012496
2.306,-0.018787
2.307,0.011022
2.308,0.034865
2.309,0.040815
2.31,0.071023
2.311,0.077969
2.312,0.062811
2.313,0.066829
2.314,0.072264
2.315,0.091271
2.316,0.14611
2.317,0.18017
2.318,0.15181
2.319,0.14586
2.32,0.17641
2.321,0.18521
2.322,0.183
2.323,0.18075
2.324,0.18093
2.325,0.1912
2.326,0.22192
2.327,0.273
2.328,0.29341
2.329,0.2738
2.33,0.25746
2.331,0.23608
2.332,0.23209
2.333,0.23594
2.334,0.19254
2.335,0.17251
2.336,0.17308
2.337,0.17996
2.338,0.17264
2.339,0.13972
2.34,0.14151
2.341,0.15361
2.342,0.16508
2.343,0.17015
2.344,0.18425
2.345,0.19544
2.346,0.19752
2.347,0.2236
2.348,0.22502
2.349,0.2331
2.35,0.24779
2.351,0.20495
2.352,0.18054
2.353,0.21178
2.354,0.22914
2.355,0.19805
2.356,0.17569
2.357,0.18313
2.358,0.18024
2.359,0.16987
2.36,0.17598
2.361,0.20498
2.362,0.19426
2.363,0.19296
2.364,0.19718
2.365,0.16291
2.366,0.16954
2.367,0.15747
2.368,0.11786
2.369,0.098392
2.37,0.083336
2.371,0.077129
2.372,0.077009
2.373,0.074291
2.374,0.059279
2.375,0.061928
2.376,0.071446
2.377,0.078405
2.378,0.099975
2.379,0.084492
2.38,0.030961
2.381,0.035507
2.382,0.067134
2.383,0.029584
2.384,-0.010107
2.385,-0.0017091
2.386,-0.0049898
2.387,-0.010352
2.388,-0.0024716
2.389,-0.033193
2.39,-0.0388
2.391,-0.020116
2.392,-0.022996
2.393,0.0072245
2.394,0.012729
2.395,0.016239
2.396,0.026506
2.397,-0.0014312
2.398,0.0066912
2.399,0.015817
2.4,0.0046869
2.401,-0.024911
2.402,-0.064912
2.403,-0.075119
2.404,-0.10729
2.405,-0.12395
2.406,-0.1413
2.407,-0.19463
2.408,-0.21541
2.409,-0.22231
2.41,-0.24035
2.411,-0.25087
2.412,-0.24187
2.413,-0.22427
2.414,-0.24032
2.415,-0.27897
2.416,-0.31059
2.417,-0.32572
2.418,-0.31564
2.419,-0.29911
2.42,-0.27673
2.421,-0.28526
2.422,-0.31891
2.423,-0.32842
2.424,-0.35494
2.425,-0.37304
2.426,-0.33665
2.427,-0.27703
2.428,-0.24043
2.429,-0.23126
2.43,-0.21101
2.431,-0.20419
2.432,-0.23854
2.433,-0.27717
2.434,-0.27104
2.435,-0.29519
2.436,-0.30684
2.437,-0.25193
2.438,-0.25763
2.439,-0.2504
2.44,-0.23833
2.441,-0.25846
2.442,-0.24372
2.443,-0.22821
2.444,-0.17364
2.445,-0.13207
2.446,-0.13721
2.447,-0.14052
2.448,-0.1636
2.449,-0.18066
2.45,-0.16064
2.451,-0.15405
2.452,-0.17077
2.453,-0.14796
2.454,-0.13303
2.455,-0.17358
2.456,-0.1902
2.457,-0.15625
2.458,-0.15726
2.459,-0.16138
2.46,-0.094188
2.461,-0.056573
2.462,-0.046563
2.463,-0.018151
2.464,-0.033877
2.465,-0.016013
2.466,0.011088
2.467,-0.00098447
2.468,-0.029352
2.469,-0.05073
2.47,-0.045228
2.471,-0.090046
2.472,-0.13679
2.473,-0.14061
2.474,-0.13796
2.475,-0.13199
2.476,-0.10563
2.477,-0.071116
2.478,-0.052929
2.479,-0.057409
2.48,-0.0577
2.481,-0.014313
2.482,-0.0041929
2.483,-0.010571
2.484,-0.011351
2.485,-0.019105
2.486,0.005362
2.487,0.034284
2.488,0.051283
2.489,0.04166
2.49,0.028606
2.491,-0.001043
2.492,-0.038928
2.493,0.0070271
2.494,0.060593
2.495,0.088275
2.496,0.11393
2.497,0.11954
2.498,0.12311
2.499,0.12597
2.5,0.14155
2.501,0.13022
2.502,0.11525
2.503,0.11795
2.504,0.10562
2.505,0.12003
2.506,0.13958
2.507,0.12707
2.508,0.11749
2.509,0.13487
2.51,0.15385
2.511,0.15553
2.512,0.15967
2.513,0.15725
2.514,0.14377
2.515,0.13922
2.516,0.13842
2.517,0.11477
2.518,0.10445
2.519,0.11285
2.52,0.10411
2.521,0.10673
2.522,0.10189
2.523,0.11963
2.524,0.13821
2.525,0.13519
2.526,0.16351
2.527,0.1904
2.528,0.20275
2.529,0.18044
2.53,0.16988
2.531,0.18612
2.532,0.18764
2.533,0.18236
2.534,0.15507
2.535,0.15923
2.536,0.17816
2.537,0.19724
2.538,0.22794
2.539,0.22432
2.54,0.22478
2.541,0.23596
2.542,0.23319
2.543,0.24811
2.544,0.259
2.545,0.25772
2.546,0.21624
2.547,0.19773
2.548,0.21873
2.549,0.19737
2.55,0.21964
2.551,0.23762
2.552,0.21904
2.553,0.21059
2.554,0.18618
2.555,0.20359
2.556,0.19836
2.557,0.17865
2.558,0.16967
2.559,0.14429
2.56,0.18909
2.561,0.22499
2.562,0.20596
2.563,0.17275
2.564,0.1437
2.565,0.13301
2.566,0.13399
2.567,0.14491
2.568,0.13397
2.569,0.1179
2.57,0.11272
2.571,0.093924
2.572,0.069125
2.573,0.057012
2.574,0.052437
2.575,0.056479
2.576,0.028261
2.577,0.0082701
2.578,0.028015
2.579,-3.82E-07
2.58,-0.033699
2.581,-0.04367
2.582,-0.07105
2.583,-0.096529
2.584,-0.12666
2.585,-0.15635
2.586,-0.17786
2.587,-0.18391
2.588,-0.15741
2.589,-0.12741
2.59,-0.10648
2.591,-0.10805
2.592,-0.10735
2.593,-0.079729
2.594,-0.047772
2.595,-0.073094
2.596,-0.093919
2.597,-0.095158
2.598,-0.13277
2.599,-0.13469
2.6,-0.12251
2.601,-0.13826
2.602,-0.15782
2.603,-0.17909
2.604,-0.20998
2.605,-0.23121
2.606,-0.24022
2.607,-0.25039
2.608,-0.28215
2.609,-0.29496
2.61,-0.29135
2.611,-0.30035
2.612,-0.26594
2.613,-0.23407
2.614,-0.22405
2.615,-0.22036
2.616,-0.27585
2.617,-0.33242
2.618,-0.33406
2.619,-0.34325
2.62,-0.34114
2.621,-0.3507
2.622,-0.36659
2.623,-0.31378
2.624,-0.25683
2.625,-0.20873
2.626,-0.16287
2.627,-0.12289
2.628,-0.10171
2.629,-0.10759
2.63,-0.10423
2.631,-0.078102
2.632,-0.05039
2.633,-0.024432
2.634,-0.01392
2.635,-0.0047991
2.636,0.012994
2.637,0.0043344
2.638,0.0013621
2.639,-0.0018483
2.64,-0.0028876
2.641,0.016283
2.642,0.017636
2.643,0.016836
2.644,0.051104
2.645,0.052143
2.646,0.02622
2.647,0.022031
2.648,0.018515
2.649,0.019995
2.65,0.01445
2.651,0.0015809
2.652,-0.043784
2.653,-0.089773
2.654,-0.092961
2.655,-0.12776
2.656,-0.15124
2.657,-0.099353
2.658,-0.061714
2.659,-0.041431
2.66,-0.026775
2.661,-0.013236
2.662,-0.011061
2.663,-0.076161
2.664,-0.10666
2.665,-0.11879
2.666,-0.1631
2.667,-0.15555
2.668,-0.10778
2.669,-0.088229
2.67,-0.11395
2.671,-0.077542
2.672,-0.044127
2.673,-0.050037
2.674,-0.033855
2.675,-0.053936
2.676,-0.04264
2.677,-0.00073705
2.678,0.040142
2.679,0.083825
2.68,0.067588
2.681,0.048762
2.682,0.055747
2.683,0.050042
2.684,0.051671
2.685,0.047161
2.686,0.017778
2.687,0.0079177
2.688,0.012884
2.689,-0.00039931
2.69,-0.012358
2.691,-0.052727
2.692,-0.074441
2.693,-0.066063
2.694,-0.097828
2.695,-0.094757
2.696,-0.074254
2.697,-0.078722
2.698,-0.058996
2.699,-0.06379
2.7,-0.097801
2.701,-0.10646
2.702,-0.15036
2.703,-0.18975
2.704,-0.18043
2.705,-0.18647
2.706,-0.17295
2.707,-0.12866
2.708,-0.11826
2.709,-0.13294
2.71,-0.11754
2.711,-0.081191
2.712,-0.093079
2.713,-0.10114
2.714,-0.072901
2.715,-0.1007
2.716,-0.099147
2.717,-0.08967
2.718,-0.1391
2.719,-0.16615
2.72,-0.18454
2.721,-0.1927
2.722,-0.20095
2.723,-0.17496
2.724,-0.14145
2.725,-0.1512
2.726,-0.097595
2.727,-0.061707
2.728,-0.081418
2.729,-0.085412
2.73,-0.10066
2.731,-0.092058
2.732,-0.086708
2.733,-0.090659
2.734,-0.096347
2.735,-0.09967
2.736,-0.0879
2.737,-0.09057
2.738,-0.074892
2.739,-0.075944
2.74,-0.10756
2.741,-0.12794
2.742,-0.15899
2.743,-0.13775
2.744,-0.088985
2.745,-0.090475
2.746,-0.10743
2.747,-0.128
2.748,-0.13397
2.749,-0.12326
2.75,-0.084259
2.751,-0.069674
2.752,-0.092317
2.753,-0.077377
2.754,-0.034245
2.755,0.0088132
2.756,0.0096932
2.757,-0.024382
2.758,-0.03916
2.759,-0.049605
2.76,-0.062946
2.761,-0.059092
2.762,-0.092603
2.763,-0.074954
2.764,-0.0041484
2.765,0.021151
2.766,0.055503
2.767,0.048814
2.768,0.027555
2.769,0.044457
2.77,0.027884
2.771,0.038885
2.772,0.059755
2.773,0.057659
2.774,0.092862
2.775,0.12087
2.776,0.15731
2.777,0.14543
2.778,0.11118
2.779,0.12403
2.78,0.11357
2.781,0.097722
2.782,0.07649
2.783,0.082765
2.784,0.095837
2.785,0.088152
2.786,0.10782
2.787,0.12263
2.788,0.1309
2.789,0.14064
2.79,0.14004
2.791,0.12808
2.792,0.13273
2.793,0.16254
2.794,0.15141
2.795,0.13525
2.796,0.13533
2.797,0.13741
2.798,0.15702
2.799,0.14718
2.8,0.12723
2.801,0.092039
2.802,0.04377
2.803,0.022229
2.804,0.029118
2.805,0.08119
2.806,0.11317
2.807,0.12016
2.808,0.12456
2.809,0.12545
2.81,0.13491
2.811,0.14999
2.812,0.15869
2.813,0.14429
2.814,0.15846
2.815,0.17737
2.816,0.16313
2.817,0.15745
2.818,0.16255
2.819,0.14937
2.82,0.10727
2.821,0.094688
2.822,0.096398
2.823,0.12369
2.824,0.16512
2.825,0.15411
2.826,0.17048
2.827,0.19354
2.828,0.20828
2.829,0.2277
2.83,0.23185
2.831,0.25287
2.832,0.26589
2.833,0.24626
2.834,0.18508
2.835,0.14347
2.836,0.13602
2.837,0.11819
2.838,0.12998
2.839,0.13087
2.84,0.10962
2.841,0.11552
2.842,0.12552
2.843,0.13087
2.844,0.1382
2.845,0.12464
2.846,0.10117
2.847,0.10634
2.848,0.089454
2.849,0.083504
2.85,0.1041
2.851,0.06937
2.852,0.023873
2.853,0.011988
2.854,0.024393
2.855,0.03322
2.856,0.025424
2.857,0.0037812
2.858,0.0094796
2.859,0.041964
2.86,0.037742
2.861,0.026676
2.862,0.015682
2.863,0.0074638
2.864,0.0074112
2.865,-0.019164
2.866,-0.022451
2.867,-0.01243
2.868,-0.050156
2.869,-0.074751
2.87,-0.087304
2.871,-0.12039
2.872,-0.13528
2.873,-0.14082
2.874,-0.15407
2.875,-0.18856
2.876,-0.20169
2.877,-0.18805
2.878,-0.2106
2.879,-0.22505
2.88,-0.20627
2.881,-0.19722
2.882,-0.17877
2.883,-0.17634
2.884,-0.23728
2.885,-0.26864
2.886,-0.24871
2.887,-0.27049
2.888,-0.26765
2.889,-0.23675
2.89,-0.24185
2.891,-0.26697
2.892,-0.26608
2.893,-0.24365
2.894,-0.23554
2.895,-0.19433
2.896,-0.14392
2.897,-0.11959
2.898,-0.099369
2.899,-0.11215
2.9,-0.13319
2.901,-0.16282
2.902,-0.19501
2.903,-0.20683
2.904,-0.21568
2.905,-0.18495
2.906,-0.16806
2.907,-0.17936
2.908,-0.16334
2.909,-0.13924
2.91,-0.085888
2.911,-0.066698
2.912,-0.081595
2.913,-0.05332
2.914,-0.088496
2.915,-0.14954
2.916,-0.093027
2.917,-0.067335
2.918,-0.16361
2.919,-0.20861
2.92,-0.19959
2.921,-0.17178
2.922,-0.15753
2.923,-0.14646
2.924,-0.11357
2.925,-0.13035
2.926,-0.10507
2.927,-0.07381
2.928,-0.077273
2.929,-0.064018
2.93,-0.052327
2.931,-0.027058
2.932,-0.0090724
2.933,0.011086
