ModelYear,Manufacturer,Division,Model,Displacement,Cylinder,FEcity,FEhighway,FEcombined,Guzzler ,AirAspiration1,AirAspiration2,Gears,LockupTorqueConverter,DriveSystem1,DriveSystem2,FuelType,FuelType2,AnnualFuelCost,IntakeValvesPerCyl,ExhaustValvesPerCyl,Class,OilViscosity,StopStartSystem,FErating,CityCO2,HighwayCO2,CombinedCO2
2013,BMW,BMW,320i,2,4,24,36,28,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,0W30,Y,7,379,248,320
2013,BMW,BMW,320i,2,4,23,36,27,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,Y,7,384,247,323
2013,BMW,BMW,320i xDrive,2,4,23,35,27,,TC,Turbocharged,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,Y,7,389,255,329
2013,BMW,BMW,320i xDrive,2,4,22,34,26,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,Y,7,413,262,345
2013,BMW,BMW,328i,2,4,23,33,26,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,Y,7,381,269,341
2013,BMW,BMW,328i,2,4,22,34,26,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,Y,7,399,260,336
2013,BMW,BMW,328i xDrive,2,4,22,33,26,,TC,Turbocharged,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,Y,7,397,228,321
2013,BMW,BMW,335i,3,6,23,33,26,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,Y,7,398,272,341
2013,BMW,BMW,335i,3,6,20,30,23,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2,2,4,0W30,Y,6,455,299,385
2013,BMW,BMW,335i xDrive,3,6,20,30,24,,TC,Turbocharged,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2,2,4,0W30,Y,6,444,294,377
2013,BMW,BMW,335i xDrive,3,6,20,28,23,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2,2,4,0W30,Y,6,417,319,373
2013,BMW,BMW,640i Gran Coupe,3,6,20,30,24,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2,2,4,0W30,Y,6,438,294,374
2013,BMW,BMW,650i Gran Coupe,4.4,8,17,25,19,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,2,2,4,0W30,Y,4,537,361,458
2013,BMW,BMW,650i xDrive Gran Coupe,4.4,8,16,24,19,,TC,Turbocharged,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,2,2,4,0W30,Y,4,554,374,473
2013,BMW,BMW,ActiveHybrid 3,3,6,25,33,28,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,0W30,Y,7,349,270,313
2013,BMW,BMW,M6 Gran Coupe,4.4,8,14,20,16,G,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3550,2,2,4,0W30,Y,3,651,434,554
2013,BMW,BMW,M6 Gran Coupe,4.4,8,15,22,17,G,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,2,2,4,0W30,Y,4,606,409,517
2013,General Motors,Buick,VERANO,2,4,21,30,24,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2,2,4,5W30,N,6,431,297,371
2013,General Motors,Buick,VERANO,2,4,20,31,24,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2,2,4,5W30,N,6,437,286,369
2013,General Motors,Buick,VERANO,2.4,4,21,32,25,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2150,2,2,4,5W30,N,6,426,280,361
2013,General Motors,Cadillac,ATS,2,4,21,31,24,,TC,Turbocharged,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2200,2,2,4,5W30,N,6,427,285,363
2013,General Motors,Cadillac,ATS,2,4,19,30,23,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2300,2,2,4,5W30,N,6,457,300,386
2013,General Motors,Cadillac,ATS,2.5,4,22,33,26,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,5W30,N,7,396,274,341
2013,General Motors,Cadillac,ATS,3.6,6,19,28,22,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2,2,4,5W30,N,5,475,322,406
2013,General Motors,Cadillac,ATS,3.6,6,19,28,22,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2,2,4,5W30,N,5,475,322,406
2013,General Motors,Cadillac,ATS AWD,2,4,20,30,24,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2200,2,2,4,5W30,N,6,442,298,377
2013,General Motors,Cadillac,ATS AWD,3.6,6,18,26,21,,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2550,2,2,4,5W30,N,5,497,338,426
2013,General Motors,Cadillac,ATS AWD,3.6,6,18,26,21,,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2550,2,2,4,5W30,N,5,497,338,426
2013,General Motors,Chevrolet,CAMARO,3.6,6,19,30,22,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2,2,4,5W30,N,5,477,298,397
2013,General Motors,Chevrolet,CAMARO,3.6,6,18,27,21,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2550,2,2,4,5W30,N,5,502,332,425
2013,General Motors,Chevrolet,CAMARO,3.6,6,17,28,20,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2650,2,2,4,5W30,N,5,528,320,434
2013,General Motors,Chevrolet,CAMARO,6.2,8,12,18,14,G,SC,Supercharged,6,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),4050,1,1,4,5W30,N,2,762,503,645
2013,General Motors,Chevrolet,CAMARO,6.2,8,15,24,18,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2950,1,1,4,5W30,N,4,573,367,480
2013,General Motors,Chevrolet,CAMARO,6.2,8,14,19,16,G,SC,Supercharged,6,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3550,1,1,4,5W30,N,3,628,469,557
2013,General Motors,Chevrolet,CAMARO,6.2,8,16,24,19,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2800,1,1,4,5W30,N,4,566,372,479
2013,General Motors,Chevrolet,SONIC,1.4,4,27,37,31,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W30,N,8,326,237,286
2013,General Motors,Chevrolet,SONIC,1.4,4,29,40,33,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,2,2,4,5W30,N,8,310,223,271
2013,General Motors,Chevrolet,SONIC,1.8,4,25,35,28,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,5W30,N,7,362,252,312
2013,General Motors,Chevrolet,SONIC,1.8,4,26,35,30,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,2,2,4,5W30,N,8,338,255,301
2013,Chrysler Group LLC,Chrysler,200 Convertible,2.4,4,18,27,21,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2550,2,2,4,5W-20,N,5,504,326,424
2013,Chrysler Group LLC,Chrysler,200 Convertible,3.6,6,19,29,22,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2,2,4,5W-30,N,5,470,307,397
2013,Ford Motor Company,Ford,FOCUS FWD,2,4,27,38,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF-5,N,8,333,238,290
2013,Ford Motor Company,Ford,FOCUS FWD,2,4,27,38,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF-5,N,8,333,238,290
2013,Ford Motor Company,Ford,FOCUS FWD,2,4,26,36,30,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,2,2,4,5W-20 GF-5,N,8,342,249,300
2013,Ford Motor Company,Ford,FOCUS FWD,2,4,23,32,26,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,"5W-30, GF-5",N,7,384,279,337
2013,Ford Motor Company,Ford,Focus FWD FFV,2,4,27,38,31,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W20 GF5,N,8,331,233,287
2013,Ford Motor Company,Ford,Focus FWD FFV,2,4,27,38,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W20 GF5,N,8,331,233,287
2013,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,36,30,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,2,2,4,5W20 GF5,N,8,342,248,300
2013,Ford Motor Company,Ford,Focus SFE FWD FFV,2,4,28,40,33,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,2,2,4,5W20 GF5,N,8,316,220,273
2013,Honda,Honda,CIVIC,1.8,4,27,38,31,,NA,Naturally Aspirated,5,Y,F,"2-Wheel Drive, Front",CNG,Compressed Natural Gas,950,2,2,4,0W-20,N,8,252,177,218
2013,Honda,Honda,CIVIC,1.8,4,28,39,32,,NA,Naturally Aspirated,5,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,2,2,4,0W-20,N,8,317,231,279
2013,Honda,Honda,CIVIC,1.8,4,28,36,31,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,0W-20,N,8,317,244,284
2013,Honda,Honda,CIVIC,2.4,4,22,31,25,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2300,2,2,4,0W-20,N,6,408,288,354
2013,Honda,Honda,CIVIC HF,1.8,4,29,41,33,,NA,Naturally Aspirated,5,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,2,2,4,0W-20,N,8,305,217,265
2013,Honda,Honda,CIVIC HYBRID,1.5,4,44,44,44,,NA,Naturally Aspirated,1,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1200,1,1,4,0W-20,Y,10,202,198,200
2013,Honda,Honda,INSIGHT,1.3,4,41,44,42,,NA,Naturally Aspirated,1,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1250,1,1,4,0W-20,N,10,217,200,209
2013,Honda,Honda,INSIGHT,1.3,4,41,44,42,,NA,Naturally Aspirated,7,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1250,1,1,4,0W-20,N,10,217,200,209
2013,Hyundai,HYUNDAI MOTOR COMPANY,ACCENT,1.6,4,28,37,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF4,N,8,317,238,285
2013,Hyundai,HYUNDAI MOTOR COMPANY,ACCENT,1.6,4,28,37,32,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,2,2,4,5W-20 GF4,N,8,317,237,276
2013,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,1.6,4,24,31,28,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,5W-30 GF4,N,7,371,286,317
2013,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,1.6,4,28,37,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF4,N,8,319,241,288
2013,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,1.6,4,27,37,31,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF4,N,8,330,241,288
2013,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,1.6,4,24,35,28,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,5W-30 GF4,N,7,371,255,318
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,2,4,25,34,29,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1850,2,2,4,5W20 GF4,N,8,351,259,310
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,2,4,24,33,28,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,5W20 GF4,N,7,364,272,323
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,2.4,4,23,31,26,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,5W20 GF4,N,7,389,289,344
2013,Kia,KIA MOTORS CORPORATION,FORTE KOUP,2.4,4,22,32,26,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,5W20 GF4,N,7,397,280,345
2013,Kia,KIA MOTORS CORPORATION,RIO,1.6,4,28,36,31,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,5W-20 GF4,N,8,319,248,288
2013,Kia,KIA MOTORS CORPORATION,RIO,1.6,4,29,37,32,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,2,2,4,5W-20 GF4,N,8,308,241,279
2013,Kia,KIA MOTORS CORPORATION,RIO ECO,1.6,4,30,36,32,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,2,2,4,5W-20 GF4,Y,8,297,247,278
2013,Toyota,LEXUS,CT 200h,1.8,4,43,40,42,,NA,Naturally Aspirated,1,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1250,2,2,4,0W-20,N,10,205,221,211
2013,MAZDA,MAZDA,MAZDA 2,1.5,4,28,34,30,,NA,Naturally Aspirated,4,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,2,2,4,GF-4 0W-20,N,8,316,263,292
2013,MAZDA,MAZDA,MAZDA 2,1.5,4,29,35,32,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,2,2,4,GF-4 0W-20,N,8,303,255,281
2013,MAZDA,MAZDA,MAZDA3,2,4,24,33,27,,NA,Naturally Aspirated,5,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,2,2,4,GF-4 0W-20,N,7,370,264,322
2013,MAZDA,MAZDA,MAZDA3,2,4,25,33,28,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,GF-4 0W-20,N,7,347,263,309
2013,MAZDA,MAZDA,MAZDA3,2.5,4,22,29,25,,NA,Naturally Aspirated,5,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2150,2,2,4,GF-4 0W-20,N,6,394,303,353
2013,MAZDA,MAZDA,MAZDA3,2.5,4,20,28,23,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2,2,4,GF-4 0W-20,N,6,429,308,375
2013,MAZDA,MAZDA,MAZDA3 DI 4-Door,2,4,28,40,33,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,2,2,4,GF-4 0W-20,N,8,315,221,273
2013,MAZDA,MAZDA,MAZDA3 DI 4-Door,2,4,27,39,31,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,2,2,4,GF-4 0W-20,N,8,336,229,288
2013,Mercedes-Benz,Mercedes-Benz,C 250,1.8,4,22,31,25,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2300,2,2,4,5W30 / 225.10,N,6,410,282,352
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,19,28,22,,NA,Naturally Aspirated,7,Y,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2600,2,2,4,5W30 / 225.10,Y,5,461,322,398
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,19,26,22,,NA,Naturally Aspirated,7,Y,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2600,2,2,4,5W30 / 225.10,Y,5,459,335,403
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,24,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2400,2,2,4,5W30 / 225.10,Y,6,436,307,378
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,23,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2,2,4,5W30 / 225.10,Y,6,443,307,382
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,23,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2,2,4,5W30 / 225.10,N,6,443,307,382
2013,Mercedes-Benz,Mercedes-Benz,C 63 AMG,6.2,8,13,19,15,G,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,2,2,4,0W40 / API-SF/CD,N,3,674,461,578
2013,Mercedes-Benz,Mercedes-Benz,CL 550 4MATIC,4.7,8,15,24,18,,TC,Turbocharged,7,Y,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,2,2,4,5W/40,N,4,600,374,498
2013,Mercedes-Benz,Mercedes-Benz,CL 600,5.5,12,12,18,14,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),4050,2,1,4,5W30 / 225.10,N,2,756,493,638
2013,Mercedes-Benz,Mercedes-Benz,CL 63 AMG,5.5,8,15,22,18,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3150,2,2,4,5W/40,Y,4,596,397,506
2013,Mercedes-Benz,Mercedes-Benz,CL 65 AMG,6,12,12,18,14,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),4050,2,1,4,5W30 / 225.10,N,2,726,485,617
2013,Mercedes-Benz,Mercedes-Benz,CLS 550,4.7,8,17,25,20,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2,2,4,5W/40,N,5,532,358,454
2013,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,4.7,8,16,25,19,,TC,Turbocharged,7,Y,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,2,2,4,5W/40,N,4,536,362,458
2013,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG,5.5,8,16,25,19,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3000,2,2,4,5W/40,Y,4,557,361,469
2013,BMW,Mini,Mini Cooper Countryman,1.6,4,25,30,27,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,355,296,328
2013,BMW,Mini,Mini Cooper Countryman,1.6,4,27,35,30,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,2,2,4,0W30,N,8,324,255,293
2013,BMW,Mini,Mini Cooper Countryman Coupe,1.6,4,25,30,27,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,355,296,328
2013,BMW,Mini,Mini Cooper Countryman Coupe,1.6,4,27,35,30,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,2,2,4,0W30,N,8,324,255,293
2013,BMW,Mini,Mini Cooper S Countr. Coupe ALL4,1.6,4,23,30,26,,TC,Turbocharged,6,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,N,7,379,291,339
2013,BMW,Mini,Mini Cooper S Countr. Coupe ALL4,1.6,4,25,31,27,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,356,287,325
2013,BMW,Mini,Mini Cooper S Countryman,1.6,4,25,32,28,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,0W30,N,7,352,275,318
2013,BMW,Mini,Mini Cooper S Countryman,1.6,4,26,32,29,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,2,2,4,0W30,N,8,337,275,309
2013,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,23,30,26,,TC,Turbocharged,6,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,N,7,379,291,339
2013,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,25,31,27,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,356,287,325
2013,BMW,Mini,Mini Cooper S Countryman Coupe,1.6,4,25,32,28,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,0W30,N,7,352,275,318
2013,BMW,Mini,Mini Cooper S Countryman Coupe,1.6,4,26,32,29,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,2,2,4,0W30,N,8,337,275,309
2013,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,23,30,26,,TC,Turbocharged,6,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,N,7,379,291,339
2013,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,25,31,27,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,356,287,325
2013,BMW,Mini,Mini JCW Countryman Coupe ALL4,1.6,4,23,30,26,,TC,Turbocharged,6,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2,2,4,0W30,N,7,379,291,339
2013,BMW,Mini,Mini JCW Countryman Coupe ALL4,1.6,4,25,31,27,,TC,Turbocharged,6,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2,2,4,0W30,N,7,356,287,325
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,18,25,20,,TC,Turbocharged,6,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2,2,4,5W30,N,5,504,355,437
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,26,34,29,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1850,2,2,4,0W20,N,8,345,260,307
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,25,34,28,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,2,2,4,0W20,N,7,359,259,314
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,23,30,26,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,0W20,N,7,385,294,344
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,22,31,26,,NA,Naturally Aspirated,5,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2050,2,2,4,0W20,N,7,394,287,346
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER AWD,2.4,4,22,29,25,,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2150,2,2,4,0W20,N,6,397,310,358
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,17,22,19,,TC,Turbocharged,6,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,2,2,4,5W30,N,4,532,394,470
2013,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,17,23,19,,TC,Turbocharged,5,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,2,2,4,5W30,N,4,527,387,464
2013,Nissan,NISSAN,VERSA,1.6,4,26,35,30,,NA,Naturally Aspirated,4,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,2,2,4,5W-30,N,8,342,254,296
2013,Nissan,NISSAN,VERSA,1.6,4,31,40,35,,NA,Naturally Aspirated,1,Y,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1500,2,2,4,5W-30,N,9,286,222,254
