Time_sec,Trace_1_pA
8.74645,13.1706875
8.7465,13.08275
8.74655,13.208375
8.7466,13.1706875
8.74665,13.3465625
8.7467,12.94875
8.74675,13.3005
8.7468,13.3046875
8.74685,12.98225
8.7469,13.1204375
8.74695,13.2460625
8.747,13.2293125
8.74705,12.9194375
8.7471,13.08275
8.74715,13.0199375
8.7472,13.1455625
8.74725,13.1790625
8.7473,13.258625
8.74735,13.3046875
8.7474,13.3005
8.74745,13.4386875
8.7475,13.174875
8.74755,13.1455625
8.7476,13.2335
8.74765,13.5140625
8.7477,13.2544375
8.74775,12.88175
8.7478,13.1874375
8.74785,13.3381875
8.7479,12.906875
8.74795,13.0115625
8.748,12.973875
8.74805,13.4470625
8.7481,13.133
8.74815,13.2125625
8.7482,13.0869375
8.74825,13.493125
8.7483,13.468
8.74835,13.1706875
8.7484,13.3381875
8.74845,13.4973125
8.7485,13.091125
8.74855,13.0869375
8.7486,13.4219375
8.74865,13.1706875
8.7487,13.5224375
8.74875,13.1665
8.7488,13.141375
8.74885,12.8985
8.7489,13.342375
8.74895,13.01575
8.749,13.208375
8.74905,13.18325
8.7491,13.3633125
8.74915,13.275375
8.7492,13.1958125
8.74925,13.2460625
8.7493,13.14975
8.74935,13.107875
8.7494,13.0450625
8.74945,13.091125
8.7495,13.124625
8.74955,13.3675
8.7496,13.342375
8.74965,12.98225
8.7497,13.25025
8.74975,13.1706875
8.7498,13.124625
8.74985,13.007375
8.7499,13.2041875
8.74995,13.0325
8.75,13.2795625
8.75005,13.1371875
8.7501,13.28375
8.75015,13.2125625
8.7502,13.091125
8.75025,13.2879375
8.7503,13.3549375
8.75035,13.1665
8.7504,13.158125
8.75045,13.2209375
8.7505,12.9529375
8.75055,13.1623125
8.7506,13.007375
8.75065,13.5308125
8.7507,13.1455625
8.75075,12.9026875
8.7508,13.2
8.75085,13.3005
8.7509,13.35075
8.75095,13.0325
8.751,13.1204375
8.75105,13.3800625
8.7511,13.0450625
8.75115,13.1539375
8.7512,13.4638125
8.75125,13.292125
8.7513,13.2
8.75135,13.3046875
8.7514,13.31725
8.75145,13.2544375
8.7515,13.459625
8.75155,13.1036875
8.7516,13.1790625
8.75165,13.1036875
8.7517,12.839875
8.75175,13.3884375
8.7518,13.3214375
8.75185,13.0701875
8.7519,13.292125
8.75195,13.208375
8.752,13.0701875
8.75205,13.3005
8.7521,13.25025
8.75215,13.275375
8.7522,13.3298125
8.75225,13.2628125
8.7523,13.225125
8.75235,13.2795625
8.7524,13.2209375
8.75245,13.191625
8.7525,13.1120625
8.75255,13.48475
8.7526,13.14975
8.75265,13.1790625
8.7527,13.133
8.75275,13.1874375
8.7528,13.3675
8.75285,13.007375
8.7529,13.21675
8.75295,13.45125
8.753,13.38425
8.75305,13.325625
8.7531,13.2335
8.75315,12.98225
8.7532,13.3005
8.75325,13.5308125
8.7533,13.3130625
8.75335,13.18325
8.7534,13.375875
8.75345,13.4135625
8.7535,13.091125
8.75355,13.158125
8.7536,13.2041875
8.75365,13.4470625
8.7537,13.21675
8.75375,13.0325
8.7538,13.1790625
8.75385,13.38425
8.7539,13.1958125
8.75395,13.21675
8.754,13.241875
8.75405,13.0031875
8.7541,13.04925
8.75415,13.1958125
8.7542,13.141375
8.75425,13.3968125
8.7543,13.334
8.75435,13.158125
8.7544,13.5308125
8.75445,13.3005
8.7545,13.066
8.75455,13.074375
8.7546,13.18325
8.75465,13.2
8.7547,13.107875
8.75475,13.3046875
8.7548,13.1665
8.75485,13.241875
8.7549,13.133
8.75495,13.2879375
8.755,13.158125
8.75505,13.55175
8.7551,13.124625
8.75515,13.3046875
8.7552,13.133
8.75525,13.3549375
8.7553,13.21675
8.75535,13.174875
8.7554,13.1455625
8.75545,13.1790625
8.7555,13.4638125
8.75555,13.28375
8.7556,13.2041875
8.75565,13.074375
8.7557,13.1706875
8.75575,13.35075
8.7558,13.0995
8.75585,13.41775
8.7559,13.3633125
8.75595,13.3549375
8.756,13.1539375
8.75605,12.9529375
8.7561,13.14975
8.75615,13.1623125
8.7562,13.5391875
8.75625,13.2209375
8.7563,13.1665
8.75635,13.241875
8.7564,13.28375
8.75645,13.292125
8.7565,13.3549375
8.75655,13.292125
8.7566,13.2879375
8.75665,13.4973125
8.7567,13.1706875
8.75675,13.1036875
8.7568,13.01575
8.75685,13.1790625
8.7569,12.8691875
8.75695,13.2879375
8.757,13.2293125
8.75705,13.1874375
8.7571,13.0450625
8.75715,13.3633125
8.7572,13.0325
8.75725,13.1288125
8.7573,13.2041875
8.75735,13.1958125
8.7574,13.3381875
8.75745,13.1204375
8.7575,13.258625
8.75755,13.35075
8.7576,13.18325
8.75765,13.308875
8.7577,13.1623125
8.75775,13.442875
8.7578,13.158125
8.75785,13.2
8.7579,13.359125
8.75795,13.18325
8.758,13.040875
8.75805,13.401
8.7581,13.1874375
8.75815,13.2335
8.7582,12.9361875
8.75825,13.3716875
8.7583,13.1958125
8.75835,13.1371875
8.7584,13.133
8.75845,13.3675
8.7585,13.208375
8.75855,12.94875
8.7586,13.158125
8.75865,12.91525
8.7587,13.2544375
8.75875,13.191625
8.7588,13.1120625
8.75885,13.3800625
8.7589,13.1120625
8.75895,13.3800625
8.759,13.2963125
8.75905,13.01575
8.7591,13.2335
8.75915,13.1036875
8.7592,13.2041875
8.75925,13.3465625
8.7593,13.0325
8.75935,13.2628125
8.7594,13.2
8.75945,13.1665
8.7595,13.1455625
8.75955,13.3005
8.7596,13.0869375
8.75965,13.3633125
8.7597,13.258625
8.75975,13.1958125
8.7598,13.3716875
8.75985,13.2628125
8.7599,13.191625
8.75995,13.2
8.76,13.2376875
8.76005,13.392625
8.7601,13.08275
8.76015,13.0283125
8.7602,13.191625
8.76025,13.3214375
8.7603,13.4470625
8.76035,13.0618125
8.7604,13.0995
8.76045,13.3381875
8.7605,13.066
8.76055,13.28375
8.7606,13.0618125
8.76065,13.2376875
8.7607,13.31725
8.76075,13.3046875
8.7608,13.1665
8.76085,13.267
8.7609,13.18325
8.76095,13.3381875
8.761,13.25025
8.76105,13.057625
8.7611,13.0450625
8.76115,13.0325
8.7612,13.2041875
8.76125,13.1665
8.7613,13.3884375
8.76135,13.3716875
8.7614,13.024125
8.76145,13.4051875
8.7615,13.0031875
8.76155,13.2209375
8.7616,13.3968125
8.76165,13.074375
8.7617,13.1874375
8.76175,13.3549375
8.7618,13.2335
8.76185,13.3633125
8.7619,13.0953125
8.76195,13.2125625
8.762,13.066
8.76205,13.35075
8.7621,13.18325
8.76215,13.04925
8.7622,13.3214375
8.76225,13.0325
8.7623,13.442875
8.76235,13.25025
8.7624,12.9948125
8.76245,13.0701875
8.7625,12.957125
8.76255,13.4219375
8.7626,13.28375
8.76265,13.074375
8.7627,13.3465625
8.76275,13.2376875
8.7628,13.4386875
8.76285,13.325625
8.7629,13.4554375
8.76295,12.9110625
8.763,13.21675
8.76305,13.11625
8.7631,13.28375
8.76315,13.2293125
8.7632,13.359125
8.76325,13.2041875
8.7633,13.468
8.76335,13.2376875
8.7634,13.225125
8.76345,13.3549375
8.7635,13.174875
8.76355,13.2041875
8.7636,16.23175
8.76365,15.6496942
8.7637,16.223375
8.76375,16.139625
8.7638,15.96375
8.76385,15.6245692
8.7639,15.637125
8.76395,15.9805
8.764,15.8590692
8.76405,15.88
8.7641,15.62875
8.76415,15.972125
8.7642,15.9009442
8.76425,16.1354308
8.7643,15.7166808
8.76435,15.82975
8.7644,16.0600692
8.76445,15.7585558
8.7645,15.93025
8.76455,15.8339442
8.7646,16.1270692
8.76465,15.871625
8.7647,15.7250558
8.76475,15.804625
8.7648,15.8590692
8.76485,15.8925692
8.7649,15.804625
8.76495,15.6078192
8.765,15.754375
8.76505,15.52825
8.7651,16.1103192
8.76515,15.86325
8.7652,15.871625
8.76525,15.93025
8.7653,16.005625
8.76535,15.5408192
8.7654,15.7795
8.76545,15.9260558
8.7655,15.8925692
8.76555,15.8590692
8.7656,15.9763192
8.76565,15.82975
8.7657,16.03075
8.76575,15.9093058
8.7658,15.6915692
8.76585,15.905125
8.7659,15.99725
8.76595,16.256875
8.766,15.7795
8.76605,15.3230692
8.7661,15.988875
8.76615,15.69575
8.7662,16.0684442
8.76625,15.76275
8.7663,15.988875
8.76635,16.06425
8.7664,15.8465
8.76645,15.7501942
8.7665,15.5994308
8.76655,15.6245692
8.7666,15.7166808
8.76665,15.6455
8.7667,15.4738058
8.76675,15.9595692
8.7668,15.938625
8.76685,15.86325
8.7669,15.7125
8.76695,16.215
8.767,15.612
8.76705,16.0935558
8.7671,15.7125
8.76715,15.8423058
8.7672,16.148
8.76725,15.8088058
8.7673,16.0349308
8.76735,15.93025
8.7674,16.215
8.76745,16.189875
8.7675,16.0349308
8.76755,15.955375
8.7676,15.8088058
8.76765,15.6831808
8.7677,16.0433192
8.76775,15.4403192
8.7678,15.947
8.76785,15.6455
8.7679,15.804625
8.76795,15.9595692
8.768,15.8171942
8.76805,15.96375
8.7681,15.7669308
8.76815,15.7753192
8.7682,15.8758192
8.76825,15.637125
8.7683,15.5910558
8.76835,15.3230692
8.7684,15.687375
8.76845,15.9511808
8.7685,15.8465
8.76855,16.0600692
8.7686,15.93025
8.76865,16.1815
8.7687,16.2610558
8.76875,16.524875
8.7688,15.7250558
8.76885,15.804625
8.7689,16.3615692
8.76895,15.8004308
8.769,16.340625
8.76905,13.1036875
8.7691,13.08275
8.76915,13.2209375
8.7692,13.2544375
8.76925,13.1790625
8.7693,13.2041875
8.76935,12.9948125
8.7694,13.3800625
8.76945,13.141375
8.7695,13.241875
8.76955,13.3046875
8.7696,13.3046875
8.76965,13.2335
8.7697,13.3968125
8.76975,12.789625
8.7698,13.1539375
8.76985,13.6313125
8.7699,12.9194375
8.76995,13.191625
8.77,13.31725
8.77005,13.2293125
8.7701,13.267
8.77015,13.174875
8.7702,13.18325
8.77025,13.275375
8.7703,12.9864375
8.77035,13.1790625
8.7704,13.308875
8.77045,13.3046875
8.7705,13.334
8.77055,13.0283125
8.7706,13.2879375
8.77065,12.9613125
8.7707,13.0534375
8.77075,13.1036875
8.7708,13.208375
8.77085,13.208375
8.7709,13.3716875
8.77095,13.191625
8.771,13.2335
8.77105,13.1790625
8.7711,13.0283125
8.77115,13.409375
8.7712,13.375875
8.77125,13.2125625
8.7713,13.191625
8.77135,13.1120625
8.7714,13.3381875
8.77145,13.024125
8.7715,15.6580692
8.77155,15.9135
8.7716,15.9511808
8.77165,15.9679308
8.7717,16.0349308
8.77175,16.13125
8.7718,15.754375
8.77185,15.59525
8.7719,15.8590692
8.77195,15.921875
8.772,15.804625
8.77205,15.5994308
8.7721,15.8674442
8.77215,16.09775
8.7722,16.0475
8.77225,15.787875
8.7723,15.8339442
8.77235,15.6748058
8.7724,15.7753192
8.77245,15.8841808
8.7725,15.821375
8.77255,15.8004308
8.7726,15.9260558
8.77265,16.081
8.7727,15.62875
8.77275,15.9805
8.7728,15.7334442
8.77285,15.7166808
8.7729,15.620375
8.77295,15.9135
8.773,15.612
8.77305,15.9093058
8.7731,16.215
8.77315,15.9093058
8.7732,15.7250558
8.77325,15.89675
8.7733,15.8506808
8.77335,15.804625
8.7734,15.888375
8.77345,15.888375
8.7735,16.039125
8.77355,15.7836942
8.7736,15.9679308
8.77365,16.1815
8.7737,16.014
8.77375,15.93025
8.7738,15.9805
8.77385,15.754375
8.7739,15.687375
8.77395,16.273625
8.774,15.771125
8.77405,15.93025
8.7741,16.0600692
8.77415,15.6496942
8.7742,15.8465
8.77425,15.947
8.7743,15.8088058
8.77435,15.955375
8.7744,16.16475
8.77445,15.8088058
8.7745,15.9511808
8.77455,15.854875
8.7746,15.49475
8.77465,15.3775
8.7747,15.670625
8.77475,15.79625
8.7748,16.0475
8.77485,15.62875
8.7749,15.79625
8.77495,15.6496942
8.775,15.938625
8.77505,16.3113192
8.7751,15.838125
8.77515,15.888375
8.7752,15.5156808
8.77525,16.0265692
8.7753,16.022375
8.77535,15.6078192
8.7754,15.4989442
8.77545,16.1145
8.7755,15.603625
8.77555,15.871625
8.7756,15.888375
8.77565,15.955375
8.7757,16.0935558
8.77575,16.0265692
8.7758,15.8423058
8.77585,15.947
8.7759,15.7795
8.77595,15.620375
8.776,15.7753192
8.77605,15.8465
8.7761,15.838125
8.77615,15.7795
8.7762,15.66225
8.77625,15.804625
8.7763,15.5785
8.77635,15.4654308
8.7764,16.106125
8.77645,15.7166808
8.7765,16.0181942
8.77655,15.6664442
8.7766,15.88
8.77665,15.670625
8.7767,15.8255692
8.77675,15.9093058
8.7768,15.7250558
8.77685,16.0433192
8.7769,15.7585558
8.77695,15.821375
8.777,15.6748058
8.77705,15.8925692
8.7771,15.49475
8.77715,16.072625
8.7772,15.52825
8.77725,15.8590692
8.7773,16.005625
8.77735,15.612
8.7774,15.8339442
8.77745,15.7418192
8.7775,16.03075
8.77755,15.947
8.7776,15.854875
8.77765,15.7083192
8.7777,15.938625
8.77775,15.62875
8.7778,16.1815
8.77785,16.0265692
8.7779,15.9135
8.77795,15.947
8.778,15.6078192
8.77805,15.871625
8.7781,15.9679308
8.77815,15.787875
8.7782,15.6245692
8.77825,15.82975
8.7783,15.679
8.77835,15.7753192
8.7784,16.039125
8.77845,16.2610558
8.7785,16.0014442
8.77855,16.0098058
8.7786,16.1354308
8.77865,15.8255692
8.7787,15.7418192
8.77875,15.7753192
8.7788,15.8590692
8.77885,15.586875
8.7789,15.7250558
8.77895,15.854875
8.779,15.888375
8.77905,15.8841808
8.7791,15.9763192
8.77915,16.005625
8.7792,15.746
8.77925,15.8004308
8.7793,15.7669308
8.77935,15.905125
8.7794,15.8004308
8.77945,15.9846942
8.7795,15.6161942
8.77955,15.612
8.7796,16.0684442
8.77965,15.93025
8.7797,15.921875
8.77975,15.6748058
8.7798,15.888375
8.77985,15.93025
8.7799,16.055875
8.77995,15.938625
8.78,16.039125
8.78005,15.8004308
8.7801,15.5115
8.78015,16.0600692
8.7802,16.189875
8.78025,15.988875
8.7803,15.653875
8.78035,15.9930558
8.7804,15.972125
8.78045,15.5240692
8.7805,15.69575
8.78055,15.6496942
8.7806,16.022375
8.78065,16.1815
8.7807,15.5743192
8.78075,15.5743192
8.7808,15.7418192
8.78085,16.1019442
8.7809,15.7795
8.78095,16.2275692
8.781,15.988875
8.78105,15.7836942
8.7811,16.206625
8.78115,15.8465
8.7812,15.787875
8.78125,16.16475
8.7813,15.519875
8.78135,15.469625
8.7814,15.4319308
8.78145,15.9260558
8.7815,16.1815
8.78155,16.156375
8.7816,16.03075
8.78165,16.039125
8.7817,16.0098058
8.78175,15.8841808
8.7818,16.106125
8.78185,15.6580692
8.7819,15.9763192
8.78195,15.99725
8.782,15.4068192
8.78205,15.7920692
8.7821,16.2526942
8.78215,16.0600692
8.7822,15.938625
8.78225,15.5659442
8.7823,15.8758192
8.78235,15.7250558
8.7824,15.905125
8.78245,15.653875
8.7825,15.754375
8.78255,16.156375
8.7826,15.9428192
8.78265,15.720875
8.7827,15.754375
8.78275,16.2443058
8.7828,15.7418192
8.78285,15.938625
8.7829,15.79625
8.78295,15.8590692
8.783,16.19825
8.78305,15.921875
8.7831,16.173125
8.78315,15.88
8.7832,15.6329308
8.78325,16.0600692
8.7833,15.8171942
8.78335,15.96375
8.7834,15.88
8.78345,16.0014442
8.7835,15.76275
8.78355,16.1354308
8.7836,15.905125
8.78365,15.8506808
8.7837,15.8758192
8.78375,16.148
8.7838,15.9093058
8.78385,16.2108192
8.7839,15.7836942
8.78395,15.8841808
8.784,15.9135
8.78405,15.8590692
8.7841,15.3649442
8.78415,16.0851942
8.7842,16.106125
8.78425,15.76275
8.7843,16.09775
8.78435,15.854875
8.7844,16.307125
8.78445,16.0265692
8.7845,15.6496942
8.78455,16.1438192
8.7846,15.9009442
8.78465,15.9428192
8.7847,16.173125
8.78475,16.3280558
8.7848,15.720875
8.78485,15.545
8.7849,15.854875
8.78495,15.72925
8.785,15.9093058
8.78505,15.9009442
8.7851,16.2191808
8.78515,15.6329308
8.7852,15.988875
8.78525,16.2443058
8.7853,16.0516808
8.78535,15.8841808
8.7854,16.1521942
8.78545,15.921875
8.7855,15.737625
8.78555,15.59525
8.7856,15.838125
8.78565,15.9093058
8.7857,15.7920692
8.78575,16.039125
8.7858,15.93025
8.78585,15.93025
8.7859,15.6078192
8.78595,16.2359442
8.786,15.9009442
8.78605,15.9428192
8.7861,15.9009442
8.78615,16.0935558
8.7862,16.156375
8.78625,16.0433192
8.7863,16.0516808
8.78635,15.704125
8.7864,15.7418192
8.78645,16.0181942
8.7865,15.8339442
8.78655,15.6329308
8.7866,16.0935558
8.78665,15.8925692
8.7867,15.82975
8.78675,15.8841808
8.7868,15.7669308
8.78685,16.2610558
8.7869,15.4235558
8.78695,15.9428192
8.787,15.6748058
8.78705,15.9093058
8.7871,15.72925
8.78715,15.7836942
8.7872,16.0265692
8.78725,15.8004308
8.7873,15.9846942
8.78735,16.03075
8.7874,16.0265692
8.78745,15.921875
8.7875,15.988875
8.78755,15.9176942
8.7876,15.86325
8.78765,15.8088058
8.7877,15.737625
8.78775,16.2945692
8.7878,15.637125
8.78785,15.86325
8.7879,15.9260558
8.78795,16.139625
8.788,15.670625
8.78805,15.754375
8.7881,15.8004308
8.78815,15.9763192
8.7882,15.5994308
8.78825,15.93025
8.7883,15.9260558
8.78835,16.09775
8.7884,15.8004308
8.78845,15.9135
8.7885,16.2861808
8.78855,15.7125
8.7886,16.0098058
8.78865,15.5826942
8.7887,15.955375
8.78875,16.014
8.7888,15.6831808
8.78885,16.2610558
8.7889,15.905125
8.78895,15.8925692
8.789,15.7418192
8.78905,15.86325
8.7891,15.947
8.78915,15.9135
8.7892,15.8339442
8.78925,15.6831808
8.7893,15.6748058
8.78935,15.737625
8.7894,15.4738058
8.78945,16.0851942
8.7895,15.9260558
8.78955,16.1689442
8.7896,15.9805
8.78965,15.76275
8.7897,15.9930558
8.78975,15.754375
8.7898,15.720875
8.78985,16.2485
8.7899,15.8004308
8.78995,15.955375
8.79,16.03075
8.79005,15.813
8.7901,16.0935558
8.79015,15.96375
8.7902,16.0433192
8.79025,16.206625
8.7903,16.0349308
8.79035,16.1354308
8.7904,15.988875
8.79045,15.8506808
8.7905,15.5575558
8.79055,15.9930558
8.7906,15.679
8.79065,16.0014442
8.7907,15.8171942
8.79075,15.637125
8.7908,15.737625
8.79085,15.570125
8.7909,15.6831808
8.79095,16.1521942
8.791,16.005625
8.79105,15.813
8.7911,16.0349308
8.79115,15.7920692
8.7912,15.59525
8.79125,15.6413058
8.7913,16.139625
8.79135,15.9135
8.7914,16.0098058
8.79145,16.081
8.7915,15.9930558
8.79155,15.8171942
8.7916,15.93025
8.79165,15.88
8.7917,15.9763192
8.79175,16.1438192
8.7918,15.8171942
8.79185,15.9009442
8.7919,15.9679308
8.79195,15.8171942
8.792,15.854875
8.79205,15.737625
8.7921,15.7125
8.79215,15.72925
8.7922,15.947
8.79225,15.8255692
8.7923,15.6455
8.79235,15.746
8.7924,15.6580692
8.79245,15.9805
8.7925,15.62875
8.79255,15.7250558
8.7926,16.1019442
8.79265,15.9511808
8.7927,16.1856942
8.79275,15.6413058
8.7928,15.813
8.79285,15.9260558
8.7929,15.746
8.79295,15.7836942
8.793,16.139625
8.79305,15.938625
8.7931,15.277
8.79315,16.0014442
8.7932,16.2275692
8.79325,15.7836942
8.7933,16.0349308
8.79335,15.9805
8.7934,15.86325
8.79345,15.988875
8.7935,15.854875
8.79355,15.871625
8.7936,15.7501942
8.79365,16.039125
8.7937,15.871625
8.79375,16.0433192
8.7938,15.905125
8.79385,16.0433192
8.7939,15.8339442
8.79395,15.7166808
8.794,15.9805
8.79405,15.6999442
8.7941,15.99725
8.79415,15.5910558
8.7942,16.072625
8.79425,15.9511808
8.7943,16.0516808
8.79435,16.1605558
8.7944,15.59525
8.79445,15.9093058
8.7945,15.7334442
8.79455,15.56175
8.7946,16.0181942
8.79465,15.871625
8.7947,15.88
8.79475,15.938625
8.7948,16.0475
8.79485,15.8339442
8.7949,15.6413058
8.79495,15.888375
8.795,16.2108192
8.79505,15.96375
8.7951,15.9093058
8.79515,15.838125
8.7952,15.8758192
8.79525,15.653875
8.7953,15.821375
8.79535,15.8255692
8.7954,15.7418192
8.79545,15.7836942
8.7955,16.03075
8.79555,15.5659442
8.7956,16.0181942
8.79565,16.081
8.7957,15.66225
8.79575,16.2694442
8.7958,15.7795
8.79585,16.0851942
8.7959,15.637125
8.79595,15.79625
8.796,15.620375
8.79605,15.9176942
8.7961,15.9344442
8.79615,15.59525
8.7962,15.9763192
8.79625,15.637125
8.7963,15.8255692
8.79635,15.8465
8.7964,15.8171942
8.79645,16.3029308
8.7965,16.022375
8.79655,15.737625
8.7966,15.88
8.79665,15.9511808
8.7967,15.8339442
8.79675,15.9679308
8.7968,16.005625
8.79685,16.072625
8.7969,16.0851942
8.79695,16.2778192
8.797,15.737625
8.79705,16.0433192
8.7971,15.746
8.79715,16.0684442
8.7972,16.09775
8.79725,15.59525
8.7973,15.8841808
8.79735,15.804625
8.7974,16.323875
8.79745,15.7250558
8.7975,16.0181942
8.79755,15.7418192
8.7976,15.9511808
8.79765,15.82975
8.7977,15.89675
8.79775,15.888375
8.7978,15.7501942
8.79785,15.5115
8.7979,15.9428192
8.79795,16.005625
8.798,16.0014442
8.79805,15.9009442
8.7981,15.8423058
8.79815,16.53325
8.7982,15.7083192
8.79825,16.06425
8.7983,15.7418192
8.79835,15.9679308
8.7984,16.33225
8.79845,15.854875
8.7985,15.6580692
8.79855,15.5785
8.7986,16.2443058
8.79865,16.0600692
8.7987,15.8590692
8.79875,16.323875
8.7988,16.09775
8.79885,15.7795
8.7989,16.014
8.79895,15.9135
8.799,16.014
8.79905,16.005625
8.7991,15.771125
8.79915,15.7083192
8.7992,16.0265692
8.79925,15.9009442
8.7993,15.754375
8.79935,15.871625
8.7994,15.72925
8.79945,15.99725
8.7995,16.1815
8.79955,15.9428192
8.7996,16.122875
8.79965,15.7836942
8.7997,16.0265692
8.79975,15.7585558
8.7998,15.3775
8.79985,16.0098058
8.7999,15.737625
8.79995,15.7501942
8.8,16.1145
8.80005,16.06425
8.8001,16.2485
8.80015,16.215
8.8002,16.139625
8.80025,16.1019442
8.8003,15.854875
8.80035,15.8841808
8.8004,16.072625
8.80045,15.9763192
8.8005,15.787875
8.80055,15.72925
8.8006,16.26525
8.80065,15.9176942
8.8007,15.813
8.80075,15.8758192
8.8008,15.8465
8.80085,16.26525
8.8009,15.7753192
8.80095,16.0768058
8.801,15.8465
8.80105,16.0768058
8.8011,15.66225
8.80115,16.2359442
8.8012,15.7334442
8.80125,15.7836942
8.8013,15.82975
8.80135,15.787875
8.8014,16.1103192
8.80145,15.947
8.8015,15.9093058
8.80155,16.022375
8.8016,15.570125
8.80165,16.0181942
8.8017,15.8465
8.80175,15.670625
8.8018,15.7083192
8.80185,16.13125
8.8019,15.8171942
8.80195,15.8465
8.802,15.8506808
8.80205,15.89675
8.8021,16.2778192
8.80215,16.215
8.8022,15.9679308
8.80225,15.8506808
8.8023,15.4068192
8.80235,15.76275
8.8024,15.8674442
8.80245,15.8465
8.8025,16.2694442
8.80255,15.7836942
8.8026,15.888375
8.80265,15.720875
8.8027,16.0851942
8.80275,16.39925
8.8028,15.9930558
8.80285,15.8004308
8.8029,16.0349308
8.80295,15.7501942
8.803,16.1145
8.80305,15.553375
8.8031,16.0851942
8.80315,16.0600692
8.8032,15.8004308
8.80325,15.503125
8.8033,15.96375
8.80335,15.486375
8.8034,15.8841808
8.80345,15.947
8.8035,15.7250558
8.80355,15.9805
8.8036,15.72925
8.80365,15.9511808
8.8037,15.8674442
8.80375,15.86325
8.8038,15.972125
8.80385,15.905125
8.8039,15.7501942
8.80395,16.0600692
8.804,15.5910558
8.80405,15.821375
8.8041,15.813
8.80415,16.089375
8.8042,15.7125
8.80425,15.804625
8.8043,16.0181942
8.80435,16.1773058
8.8044,15.8423058
8.80445,16.014
8.8045,15.8674442
8.80455,15.79625
8.8046,15.88
8.80465,15.9428192
8.8047,15.7585558
8.80475,15.7753192
8.8048,15.6831808
8.80485,15.7166808
8.8049,15.7125
8.80495,15.52825
8.805,16.039125
8.80505,15.988875
8.8051,16.022375
8.80515,15.8674442
8.8052,15.938625
8.80525,16.474625
8.8053,15.637125
8.80535,16.0935558
8.8054,15.4989442
8.80545,15.7669308
8.8055,16.055875
8.80555,15.4235558
8.8056,15.99725
8.80565,16.1940692
8.8057,15.9260558
8.80575,15.7250558
8.8058,15.7669308
8.80585,15.5785
8.8059,15.8506808
8.80595,15.6748058
8.806,15.5408192
8.80605,15.9260558
8.8061,16.0433192
8.80615,15.9009442
8.8062,15.8088058
8.80625,15.8339442
8.8063,15.6413058
8.80635,16.1856942
8.8064,16.148
8.80645,15.921875
8.8065,15.7125
8.80655,15.988875
8.8066,15.9428192
8.80665,16.156375
8.8067,16.323875
8.80675,15.8590692
8.8068,15.821375
8.80685,16.0851942
8.8069,15.96375
8.80695,16.349
8.807,15.5785
8.80705,15.9679308
8.8071,16.03075
8.80715,16.0851942
8.8072,15.72925
8.80725,15.519875
8.8073,15.7334442
8.80735,15.679
8.8074,15.7166808
8.80745,15.7753192
8.8075,15.9930558
8.80755,15.6831808
8.8076,15.8590692
8.80765,15.704125
8.8077,15.687375
8.80775,16.055875
8.8078,15.5491808
8.80785,16.039125
8.8079,15.955375
8.80795,15.8758192
8.808,16.1521942
8.80805,15.8590692
8.8081,15.553375
8.80815,16.3029308
8.8082,15.7669308
8.80825,15.46125
8.8083,15.8590692
8.80835,15.6748058
8.8084,15.66225
8.80845,16.1186808
8.8085,15.5994308
8.80855,15.89675
8.8086,15.5408192
8.80865,15.603625
8.8087,15.69575
8.80875,15.871625
8.8088,15.947
8.80885,16.0181942
8.8089,16.19825
8.80895,15.4654308
8.809,16.2024308
8.80905,15.787875
8.8091,16.022375
8.80915,16.055875
8.8092,15.905125
8.80925,16.055875
8.8093,15.86325
8.80935,15.787875
8.8094,15.9679308
8.80945,16.0181942
8.8095,15.4486942
8.80955,15.838125
8.8096,15.62875
8.80965,15.9511808
8.8097,15.704125
8.80975,15.787875
8.8098,16.1856942
8.80985,15.8925692
8.8099,16.014
8.80995,16.2108192
8.81,15.871625
8.81005,15.7083192
8.8101,15.8758192
8.81015,15.6413058
8.8102,16.1145
8.81025,15.89675
8.8103,15.8506808
8.81035,16.06425
8.8104,15.7669308
8.81045,16.1270692
8.8105,16.039125
8.81055,15.637125
8.8106,15.6915692
8.81065,15.9846942
8.8107,16.0265692
8.81075,15.9595692
8.8108,15.8004308
8.81085,15.9176942
8.8109,15.9176942
8.81095,15.7501942
8.811,16.06425
8.81105,15.905125
8.8111,16.0475
8.81115,15.7418192
8.8112,15.8339442
8.81125,15.553375
8.8113,15.9344442
8.81135,15.854875
8.8114,15.89675
8.81145,15.7418192
8.8115,15.5994308
8.81155,15.86325
8.8116,15.972125
8.81165,16.03075
8.8117,15.720875
8.81175,15.8758192
8.8118,15.8339442
8.81185,15.603625
8.8119,16.2024308
8.81195,15.8339442
8.812,15.69575
8.81205,16.1103192
8.8121,16.06425
8.81215,16.1103192
8.8122,15.7920692
8.81225,16.0768058
8.8123,15.52825
8.81235,15.7166808
8.8124,16.0349308
8.81245,15.9176942
8.8125,16.206625
8.81255,15.704125
8.8126,15.79625
8.81265,15.7795
8.8127,16.1521942
8.81275,16.0098058
8.8128,16.13125
8.81285,15.8506808
8.8129,16.0684442
8.81295,15.88
8.813,15.553375
8.81305,16.089375
8.8131,16.0475
8.81315,16.122875
8.8132,16.014
8.81325,15.6748058
8.8133,15.737625
8.81335,15.938625
8.8134,15.7334442
8.81345,15.972125
8.8135,16.139625
8.81355,15.804625
8.8136,15.6078192
8.81365,16.106125
